  
Weight percent  	      Group : 210830        	  Sample : 210830_0013_QNT  	 Page 	  1 	  
  
   No. 	   SiO2  	   TiO2  	   Al2O3 	   FeO   	   MnO   	   MgO   	   CaO   	   Na2O  	   K2O   	   P2O5  	   Cr2O3 	   NiO   	  Total  	Comment   
   70  	     3.00	     0.52	     2.06	     9.31	  1799.92	     1.15	     2.56	     1.92	     0.55	    30.66	     2.48	   300.00	  2154.13	GProbe Mitte Grid 010x011 Grid 020x021 
   71  	     2.98	     0.52	     2.07	     8.96	   300.00	     1.15	     2.58	     1.91	     0.55	    30.22	     2.48	   300.00	   653.42	GProbe Mitte Grid 010x011 Grid 020x021 
   73  	     3.00	     0.52	     2.06	     8.75	   300.00	     1.14	     2.59	     1.93	     0.55	    26.21	     2.48	   300.00	   649.23	GProbe Mitte Grid 010x011 Grid 020x021 
   74  	     2.98	     0.52	     2.07	     8.82	   300.00	     1.15	     2.61	     1.93	     0.55	    26.99	     2.48	   577.34	   927.44	GProbe Mitte Grid 010x011 Grid 020x021 
   76  	     3.00	     0.52	     2.05	     9.08	   300.00	     1.15	     2.59	     1.94	     0.55	    28.28	     2.49	   115.31	   466.96	GProbe Mitte Grid 010x011 Grid 020x021 
   77  	     3.04	     0.52	     2.06	     9.07	  3602.45	     1.15	     2.62	     1.92	     0.55	    27.50	     2.49	   300.00	  3953.37	GProbe Mitte Grid 010x011 Grid 020x021 
   79  	     2.99	     0.52	     2.08	     8.87	   654.17	     1.15	     2.61	     1.92	     0.55	    26.52	     2.50	   360.91	  1064.79	GProbe Mitte Grid 010x011 Grid 020x021 
   80  	     3.04	     0.52	     2.06	     9.05	   300.00	     1.15	     2.62	     1.93	     0.55	    27.58	     2.52	   239.36	   590.38	GProbe Mitte Grid 010x011 Grid 020x021 
   82  	     3.02	     0.52	     2.08	     8.93	   208.24	     1.15	     2.61	     1.93	     0.55	    27.54	     2.51	   301.54	   560.62	GProbe Mitte Grid 010x011 Grid 020x021 
   83  	     3.05	     0.53	     2.07	     9.12	   300.00	     1.15	     2.63	     1.93	     0.55	    23.34	     2.50	   300.00	   646.87	GProbe Mitte Grid 010x011 Grid 020x021 
   85  	     3.00	     0.52	     2.09	     8.79	   435.16	     1.15	     2.59	     1.93	     0.55	    32.60	     2.52	   300.00	   790.90	GProbe Mitte Grid 010x011 Grid 020x021 
   86  	     3.04	     0.52	     2.08	     8.81	   300.00	     1.15	     2.65	     1.95	     0.55	    29.67	     2.51	   300.00	   652.93	GProbe Mitte Grid 010x011 Grid 020x021 
   88  	     3.01	     0.52	     2.08	     9.06	  1199.23	     1.15	     2.60	     1.92	     0.55	    25.43	     2.49	   300.00	  1548.04	GProbe Mitte Grid 010x011 Grid 020x021 
   89  	     2.97	     0.52	     2.07	     8.75	   300.00	     1.15	     2.62	     1.93	     0.55	    28.07	     2.48	   300.00	   651.11	GProbe Mitte Grid 010x011 Grid 020x021 
   91  	     3.01	     0.52	     2.07	     8.85	   300.00	     1.15	     2.59	     1.92	     0.55	    29.75	     2.49	   300.00	   652.90	GProbe Mitte Grid 010x011 Grid 020x021 
   92  	     3.02	     0.52	     2.08	     8.74	   300.00	     1.15	     2.60	     1.93	     0.55	    30.06	     2.50	   208.88	   562.03	GProbe Mitte Grid 010x011 Grid 020x021 
   94  	     3.02	     0.52	     2.07	     8.90	   300.00	     1.15	     2.59	     1.93	     0.55	    24.40	     2.51	   300.00	   647.64	GProbe Mitte Grid 010x011 Grid 020x021 
   95  	     3.00	     0.52	     2.08	     8.91	   300.00	     1.15	     2.63	     1.93	     0.55	    26.63	     2.51	  4799.41	  5149.32	GProbe Mitte Grid 010x011 Grid 020x021 
   97  	     3.00	     0.52	     2.07	     8.83	   405.57	     1.15	     2.64	     1.93	     0.55	    25.39	     2.51	   300.00	   754.16	GProbe Mitte Grid 010x011 Grid 020x021 
   98  	     3.03	     0.52	     2.06	     9.10	   652.67	     1.15	     2.60	     1.92	     0.55	    34.57	     2.51	   300.00	  1010.68	GProbe Mitte Grid 010x011 Grid 020x021 
  100  	     2.98	     0.52	     2.06	     8.63	   300.00	     1.14	     2.59	     1.88	     0.55	    25.92	     2.51	   217.22	   566.00	GProbe Mitte Grid 010x011 Grid 020x021 
  101  	     2.99	     0.52	     2.08	     8.79	   300.00	     1.14	     2.58	     1.86	     0.55	    26.95	     2.52	   300.00	   649.98	GProbe Mitte Grid 010x011 Grid 020x021 
  103  	     3.02	     0.52	     2.07	     8.79	   300.00	     1.15	     2.60	     1.87	     0.55	    28.38	     2.52	  1443.03	  1794.50	GProbe Mitte Grid 010x011 Grid 020x021 
  104  	     3.02	     0.52	     2.08	     8.51	   300.00	     1.15	     2.63	     1.87	     0.55	    33.41	     2.54	   364.33	   720.61	GProbe Mitte Grid 010x011 Grid 020x021 
  106  	     3.05	     0.52	     2.08	     8.81	   204.99	     1.15	     2.61	     1.87	     0.55	    26.78	     2.51	   300.00	   554.92	GProbe Mitte Grid 010x011 Grid 020x021 
  107  	     3.02	     0.52	     2.08	     8.95	   386.53	     1.15	     2.59	     1.87	     0.55	    28.90	     2.50	   300.00	   738.66	GProbe Mitte Grid 010x011 Grid 020x021 
  109  	     3.00	     0.52	     2.09	     8.69	   300.00	     1.15	     2.61	     1.88	     0.55	    27.31	     2.51	   300.00	   650.31	GProbe Mitte Grid 010x011 Grid 020x021 
  110  	     3.03	     0.52	     2.08	     8.58	   300.00	     1.15	     2.58	     1.87	     0.55	    27.69	     2.51	   300.00	   650.56	GProbe Mitte Grid 010x011 Grid 020x021 
  112  	     2.97	     0.52	     2.08	     8.65	   300.00	     1.15	     2.63	     1.87	     0.55	    28.01	     2.50	  4977.23	  5328.16	GProbe Mitte Grid 010x011 Grid 020x021 
  113  	     3.02	     0.52	     2.09	     8.86	   300.00	     1.14	     2.62	     1.87	     0.55	    31.27	     2.50	   516.92	   871.36	GProbe Mitte Grid 010x011 Grid 020x021 
  115  	     2.99	     0.52	     2.08	     8.58	   611.77	     1.15	     2.61	     1.88	     0.55	    26.95	     2.52	   951.38	  1612.98	GProbe Mitte Grid 010x011 Grid 020x021 
  116  	     3.01	     0.52	     2.07	     8.86	   300.00	     1.15	     2.62	     1.87	     0.55	    31.54	     2.51	   258.13	   612.83	GProbe Mitte Grid 010x011 Grid 020x021 
  118  	     2.99	     0.52	     2.07	     8.96	   300.00	     1.15	     2.60	     1.87	     0.55	    28.99	     2.53	   300.00	   652.23	GProbe Mitte Grid 010x011 Grid 020x021 
  119  	     2.98	     0.52	     2.08	     8.60	   300.00	     1.15	     2.61	     1.88	     0.55	    27.65	     2.52	   213.93	   564.47	GProbe Mitte Grid 010x011 Grid 020x021 
  121  	     3.01	     0.52	     2.08	     8.86	   300.00	     1.15	     2.62	     1.88	     0.55	    28.10	     2.53	   300.00	   651.30	GProbe Mitte Grid 010x011 Grid 020x021 
  122  	     3.02	     0.52	     2.05	     8.90	   300.00	     1.15	     2.67	     1.88	     0.55	    27.41	     2.52	   300.00	   650.67	GProbe Mitte Grid 010x011 Grid 020x021 
  124  	     3.00	     0.52	     2.08	     8.75	  2708.70	     1.15	     2.62	     1.87	     0.55	    32.43	     2.54	   303.61	  3067.82	GProbe Mitte Grid 010x011 Grid 020x021 
  125  	     3.00	     0.52	     2.10	     8.62	   174.42	     1.14	     2.60	     1.87	     0.55	    31.17	     2.53	   252.96	   481.48	GProbe Mitte Grid 010x011 Grid 020x021 
  127  	     3.03	     0.52	     2.08	     8.92	   672.71	     1.15	     2.59	     1.87	     0.55	    28.73	     2.55	   124.75	   849.45	GProbe Mitte Grid 010x011 Grid 020x021 
  128  	     3.00	     0.52	     2.08	     8.88	   145.09	     1.15	     2.61	     1.88	     0.55	    34.96	     2.54	   154.26	   357.52	GProbe Mitte Grid 010x011 Grid 020x021 
  130  	     2.99	     0.52	     2.07	     9.23	   300.00	     1.15	     2.62	     1.88	     0.55	    28.99	     2.50	   300.00	   652.50	GProbe Mitte Grid 010x011 Grid 020x021 
  131  	     3.03	     0.52	     2.06	     8.73	   300.00	     1.15	     2.65	     1.87	     0.55	    29.00	     2.51	   300.00	   652.07	GProbe Mitte Grid 010x011 Grid 020x021 
  133  	     3.01	     0.52	     2.08	     9.15	   300.00	     1.15	     2.61	     1.88	     0.55	    31.81	     2.53	 14452.73	 14808.02	GProbe Mitte Grid 010x011 Grid 020x021 
  134  	     2.99	     0.52	     2.07	     8.82	   300.00	     1.15	     2.62	     1.87	     0.55	    29.96	     2.53	   300.00	   653.08	GProbe Mitte Grid 010x011 Grid 020x021 
  136  	     3.02	     0.52	     2.06	     8.65	   300.00	     1.15	     2.61	     1.87	     0.55	    27.20	     2.53	   300.00	   650.16	GProbe Mitte Grid 010x011 Grid 020x021 
  137  	     3.02	     0.52	     2.09	     8.67	   300.00	     1.14	     2.63	     1.87	     0.55	    26.06	     2.51	   300.00	   649.06	GProbe Mitte Grid 010x011 Grid 020x021 
  139  	     3.02	     0.52	     2.07	     8.57	   300.00	     1.15	     2.62	     1.88	     0.55	    27.35	     2.51	   162.27	   512.51	GProbe Mitte Grid 010x011 Grid 020x021 
  140  	     3.03	     0.52	     2.07	     8.77	   300.00	     1.15	     2.62	     1.88	     0.55	    27.08	     2.53	 14748.61	 15098.81	GProbe Mitte Grid 010x011 Grid 020x021 
  142  	     2.98	     0.52	     2.07	     8.78	   157.35	     1.15	     2.62	     1.87	     0.55	    27.82	     2.51	   116.86	   325.08	GProbe Mitte Grid 010x011 Grid 020x021 
  143  	     3.04	     0.52	     2.08	     8.56	   300.00	     1.14	     2.62	     1.87	     0.55	    28.54	     2.53	   300.00	   651.45	GProbe Mitte Grid 010x011 Grid 020x021 
  145  	     2.97	     0.52	     2.07	     8.87	   300.00	     1.14	     2.60	     1.88	     0.55	    27.90	     2.52	   243.68	   594.70	GProbe Mitte Grid 010x011 Grid 020x021 
  146  	     3.01	     0.52	     2.06	     8.88	   300.00	     1.15	     2.59	     1.88	     0.55	    33.89	     2.51	   271.98	   629.02	GProbe Mitte Grid 010x011 Grid 020x021 
  148  	     3.91	     5.09	     0.52	   367.92	   300.00	   295.49	  1371.97	    30.82	   300.00	  2662.67	   216.47	   300.00	  5854.86	GProbe Mitte Grid 010x011 Grid 020x021 
  149  	     3.95	     3.01	     0.52	   398.43	  7249.88	   949.48	   200.49	    28.00	   300.00	   300.00	   300.00	   300.00	 10033.76	GProbe Mitte Grid 010x011 Grid 020x021 
  151  	     4.00	     4.79	     0.52	  2594.27	   455.47	   300.00	  1588.05	    42.62	   300.00	   300.00	   300.00	   496.35	  6386.07	GProbe Mitte Grid 010x011 Grid 020x021 
  152  	     4.00	     5.92	     0.52	  2857.33	   300.00	   316.96	   176.24	    34.75	  6222.23	   300.00	   364.39	   300.00	 10882.34	GProbe Mitte Grid 010x011 Grid 020x021 
  154  	     4.05	     3.89	     0.52	   326.11	   300.00	   457.75	   330.42	   300.00	    17.87	  1139.52	   300.00	   300.00	  3480.13	GProbe Mitte Grid 010x011 Grid 020x021 
  155  	     3.99	     3.56	     0.52	   578.33	   517.10	  2400.64	   236.58	    39.63	    62.47	   300.00	  1125.54	   476.13	  5744.49	GProbe Mitte Grid 010x011 Grid 020x021 
  157  	     3.86	     4.53	     0.51	   300.00	  2705.61	   317.94	   271.41	    78.15	   300.00	   300.00	   300.00	   300.00	  4882.01	GProbe Mitte Grid 010x011 Grid 020x021 
  158  	     4.05	     6.49	     0.52	   300.00	   257.54	   300.00	   300.00	    35.34	    92.75	   300.00	   234.10	   199.87	  2030.66	GProbe Mitte Grid 010x011 Grid 020x021 
  160  	     3.96	     6.64	     0.51	   159.50	   300.00	   300.00	   300.00	    44.86	   300.00	   300.00	   300.00	   300.00	  2315.47	GProbe Mitte Grid 010x011 Grid 020x021 
  161  	     4.01	     4.62	     0.52	   528.73	   300.00	   300.00	   709.77	    36.92	   346.27	   711.69	   889.46	   300.00	  4131.99	GProbe Mitte Grid 010x011 Grid 020x021 
  163  	     3.91	     4.12	     0.51	   300.00	   179.49	   300.00	   300.00	    41.00	  3484.46	   300.00	   300.00	   300.00	  5513.49	GProbe Mitte Grid 010x011 Grid 020x021 
  164  	     4.03	     3.46	     0.52	   222.30	   281.23	   300.00	   300.00	    30.80	  2582.46	   737.35	   426.53	   300.00	  5188.68	GProbe Mitte Grid 010x011 Grid 020x021 
  166  	     4.04	     4.51	     0.52	   300.00	   300.00	   161.42	  1333.38	    52.91	   300.00	   300.00	   300.00	   428.80	  3485.58	GProbe Mitte Grid 010x011 Grid 020x021 
  167  	     3.94	     5.96	     0.52	  1637.45	   300.00	   300.00	   312.25	    41.05	   300.00	   300.00	   300.00	   300.00	  3801.17	GProbe Mitte Grid 010x011 Grid 020x021 
  169  	     3.96	     4.37	     0.52	   237.93	  2704.06	   300.00	   300.00	    48.85	   300.00	   300.00	   300.00	   300.00	  4799.69	GProbe Mitte Grid 010x011 Grid 020x021 
  170  	     4.01	     4.14	     0.52	   270.26	   300.00	   300.00	   300.00	    31.77	 10024.86	   300.00	   262.47	   300.00	 12098.03	GProbe Mitte Grid 010x011 Grid 020x021 
  172  	     3.96	     4.75	     0.52	   300.00	   645.31	   213.74	   300.00	    61.87	   300.00	   300.00	   887.36	   300.00	  3317.51	GProbe Mitte Grid 010x011 Grid 020x021 
  173  	     3.94	     3.89	     0.52	   258.39	   540.06	   300.00	   300.00	    49.31	   229.41	   300.00	   357.94	   300.00	  2643.46	GProbe Mitte Grid 010x011 Grid 020x021 
  175  	     4.01	     2.89	     0.52	   456.25	   507.64	   484.31	   443.80	   215.28	    68.23	   300.00	   300.00	   271.78	  3054.71	GProbe Mitte Grid 010x011 Grid 020x021 
  176  	     4.00	     5.23	     0.52	   203.54	   300.00	   300.00	   603.59	   334.64	   514.81	   363.34	  1059.51	  2943.51	  6632.69	GProbe Mitte Grid 010x011 Grid 020x021 
  178  	     3.98	     3.95	     0.52	  4998.66	   300.00	   300.00	   329.10	    47.46	   456.24	   300.00	   300.00	   277.98	  7317.89	GProbe Mitte Grid 010x011 Grid 020x021 
  179  	     3.96	     4.52	     0.52	   300.00	   300.00	   300.00	   698.93	    56.31	   307.52	   300.00	   300.00	   106.92	  2678.68	GProbe Mitte Grid 010x011 Grid 020x021 
  181  	     4.00	     4.47	     0.52	   300.00	   369.32	   300.00	   300.00	    57.54	   425.86	   300.00	  1072.65	   982.39	  4116.75	GProbe Mitte Grid 010x011 Grid 020x021 
  182  	     3.97	     5.20	     0.52	   234.77	   300.00	   300.00	   300.00	    34.48	   221.93	   279.80	   300.00	   300.00	  2280.67	GProbe Mitte Grid 010x011 Grid 020x021 
  184  	     3.93	     2.85	     0.52	 21871.90	  4417.63	   319.89	  2485.20	    52.94	   851.09	   300.00	   300.00	   449.67	 31055.62	GProbe Mitte Grid 010x011 Grid 020x021 
  185  	     4.04	     4.25	     0.52	   300.00	   300.00	   300.00	   300.00	   300.00	    16.95	   572.58	   300.00	   300.00	  2698.34	GProbe Mitte Grid 010x011 Grid 020x021 
  187  	     4.03	     4.32	     0.52	   300.00	  3654.42	   391.53	   232.08	    54.85	    94.73	   338.18	   300.00	   746.36	  6121.02	GProbe Mitte Grid 010x011 Grid 020x021 
  188  	     3.97	     3.94	     0.52	   155.58	   295.43	   300.00	  5857.41	    41.07	   300.00	   300.00	   263.20	   300.00	  7821.12	GProbe Mitte Grid 010x011 Grid 020x021 
  190  	     3.90	     4.17	     0.52	   300.00	   498.73	  2372.02	   300.00	    25.94	   199.99	   300.00	  2174.85	   300.00	  6480.12	GProbe Mitte Grid 010x011 Grid 020x021 
  191  	     4.02	     4.19	     0.52	   339.76	   300.00	   530.61	   319.98	    71.77	   273.91	   300.00	   300.00	   257.78	  2702.54	GProbe Mitte Grid 010x011 Grid 020x021 
  193  	     3.97	     5.27	     0.52	   443.67	   410.67	   300.00	   300.00	    30.67	   275.06	   300.00	   308.24	   300.00	  2678.07	GProbe Mitte Grid 010x011 Grid 020x021 
  194  	     4.10	     3.30	     0.52	   783.08	   300.00	   300.00	   300.00	    38.29	   273.93	   300.00	  1141.16	   300.00	  3744.38	GProbe Mitte Grid 010x011 Grid 020x021 
  196  	     4.03	     3.80	     0.52	   141.51	   300.00	   195.67	   265.31	    49.36	   300.00	   300.00	   300.00	   457.91	  2318.11	GProbe Mitte Grid 010x011 Grid 020x021 
  197  	     3.98	     5.03	     0.52	  2912.69	   834.70	   300.00	   218.62	   300.00	   300.00	   610.98	  2517.71	   300.00	  8304.23	GProbe Mitte Grid 010x011 Grid 020x021 
  199  	     3.94	     4.03	     0.52	   208.30	   864.34	   300.00	   210.09	    22.35	   125.54	   300.00	   596.02	   300.00	  2935.13	GProbe Mitte Grid 010x011 Grid 020x021 
  200  	     3.98	     4.19	     0.52	   216.50	   300.00	   300.00	   300.00	    62.18	   300.00	   330.24	  1002.40	   365.25	  3185.26	GProbe Mitte Grid 010x011 Grid 020x021 
  202  	     3.98	     4.82	     0.52	   138.74	   300.00	  2356.80	   300.00	    42.43	   125.14	   613.59	   300.00	   300.00	  4486.02	GProbe Mitte Grid 010x011 Grid 020x021 
  203  	     4.03	     4.47	     0.52	   145.00	   300.00	   300.00	   300.00	    31.66	   300.00	   300.00	   300.00	  1831.70	  3817.38	GProbe Mitte Grid 010x011 Grid 020x021 
  204  	     4.06	     5.82	     0.52	   499.52	   300.00	   934.22	   300.00	   129.65	   228.27	   300.00	   300.00	  2941.10	  5943.16	GProbe Mitte Grid 010x011 Grid 020x021 
  205  	     4.03	     4.31	     0.52	  1627.11	   300.00	   221.80	 17192.66	   300.00	    53.35	   569.36	   300.00	   300.00	 20873.14	GProbe Mitte Grid 010x011 Grid 020x021 
  206  	     4.03	     5.14	     0.52	   314.63	   300.00	   360.54	   594.86	    31.19	   131.79	   300.00	   300.00	  1063.20	  3405.90	GProbe Mitte Grid 010x011 Grid 020x021 
  208  	     4.06	     3.47	     0.52	   165.34	  1220.53	   300.00	   300.00	    56.78	  1884.47	   300.00	   430.04	   300.00	  4965.21	GProbe Mitte Grid 010x011 Grid 020x021 
  209  	     3.91	     4.15	     0.52	   294.06	   300.00	   300.00	   228.11	    39.02	  2470.50	   300.00	  1318.11	   300.00	  5558.38	GProbe Mitte Grid 010x011 Grid 020x021 
  211  	     4.10	     5.41	     0.52	   135.39	  5520.52	   393.18	   300.00	    42.49	   252.18	   300.00	  1368.65	   300.00	  8622.44	GProbe Mitte Grid 010x011 Grid 020x021 
  212  	     4.00	     3.86	     0.52	   417.83	   778.32	   300.00	   300.00	    41.76	   300.00	  1964.33	   559.10	   300.00	  4969.72	GProbe Mitte Grid 010x011 Grid 020x021 
  214  	     4.03	     4.10	     0.52	   360.40	   300.00	   300.00	   300.00	    29.06	   300.00	   300.00	   300.00	   277.34	  2475.45	GProbe Mitte Grid 010x011 Grid 020x021 
  215  	     4.00	     4.29	     0.52	   187.66	   367.57	   300.00	   112.24	    76.74	    34.06	   300.00	   300.00	   300.00	  1987.08	GProbe Mitte Grid 010x011 Grid 020x021 
  217  	     4.03	     5.14	     0.52	   194.03	   184.79	   300.00	   195.29	    25.33	   300.00	   300.00	   368.97	   300.00	  2178.10	GProbe Mitte Grid 010x011 Grid 020x021 
  218  	     4.05	     4.50	     0.52	   364.53	   300.00	   300.00	   285.52	    26.41	   406.54	   300.00	   300.00	   300.00	  2592.07	GProbe Mitte Grid 010x011 Grid 020x021 
  220  	     3.97	     4.56	     0.52	   296.72	   375.44	   300.00	   212.19	    32.46	   383.07	   300.00	   181.37	   300.00	  2390.30	GProbe Mitte Grid 010x011 Grid 020x021 
  221  	     3.96	     4.34	     0.52	   961.18	   269.52	   300.00	   237.48	    31.93	   300.00	   300.00	   165.70	   300.00	  2874.63	GProbe Mitte Grid 010x011 Grid 020x021 
